name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,genre,related_artists
"Are You Ready? - Live At The Rainbow Theatre, UK / 29th March 1978 / Edit",Live And Dangerous (Deluxe Edition),Thin Lizzy,1978,162773,22,0.017,0.294,0.87,0.0869,0.928,-8.878,0.078,87.512,4,album rock,"['Phil Lynott', 'UFO', 'Free', 'Blue Öyster Cult', 'Rainbow']"
"Suicide - Live At The Hammersmith Odeon, London / 1976 / Edit",Live And Dangerous (Deluxe Edition),Thin Lizzy,1978,312960,17,0.000134,0.343,0.875,0.201,0.976,-9.893,0.0619,139.444,4,album rock,"['Phil Lynott', 'UFO', 'Free', 'Blue Öyster Cult', 'Rainbow']"
"Sha-La-La - Live At The Hammersmith Odeon, London / 1976 / Edit",Live And Dangerous (Deluxe Edition),Thin Lizzy,1978,334146,14,0.00446,0.323,0.97,0.861,0.878,-11.642,0.0708,110.4,4,album rock,"['Phil Lynott', 'UFO', 'Free', 'Blue Öyster Cult', 'Rainbow']"
"Baby Drives Me Crazy - Live At The Hammersmith Odeon, London / 1976 / Edit",Live And Dangerous (Deluxe Edition),Thin Lizzy,1978,400160,14,0.00763,0.297,0.971,0.0313,0.704,-10.468,0.144,143.389,4,album rock,"['Phil Lynott', 'UFO', 'Free', 'Blue Öyster Cult', 'Rainbow']"
"The Rocker - Live At The Hammersmith Odeon, London / 1976 / Edit",Live And Dangerous (Deluxe Edition),Thin Lizzy,1978,257160,15,0.0152,0.189,0.924,0.105,0.935,-9.752,0.0968,148.085,4,album rock,"['Phil Lynott', 'UFO', 'Free', 'Blue Öyster Cult', 'Rainbow']"
Thank You for Sending Me an Angel - 2005 Remaster,More Songs About Buildings and Food (Deluxe Version),Talking Heads,1978-07-14,131560,47,0.0419,0.565,0.856,0.0415,0.119,-5.465,0.0533,138.026,4,alternative rock,"['David Byrne', 'DEVO', 'The Velvet Underground', ""The B-52's"", 'Lou Reed']"
With Our Love - 2005 Remaster,More Songs About Buildings and Food (Deluxe Version),Talking Heads,1978-07-14,210800,27,0.118,0.688,0.719,0.000729,0.0715,-6.876,0.0348,127.437,4,alternative rock,"['David Byrne', 'DEVO', 'The Velvet Underground', ""The B-52's"", 'Lou Reed']"
The Good Thing - 2005 Remaster,More Songs About Buildings and Food (Deluxe Version),Talking Heads,1978-07-14,183186,35,0.476,0.83,0.611,0.00096,0.297,-6.811,0.0333,127.051,4,alternative rock,"['David Byrne', 'DEVO', 'The Velvet Underground', ""The B-52's"", 'Lou Reed']"
Warning Sign - 2005 Remaster,More Songs About Buildings and Food (Deluxe Version),Talking Heads,1978-07-14,234120,27,0.0956,0.667,0.748,0.000245,0.363,-7.437,0.058,129.001,4,alternative rock,"['David Byrne', 'DEVO', 'The Velvet Underground', ""The B-52's"", 'Lou Reed']"
The Girl Wants to Be with the Girls - 2005 Remaster,More Songs About Buildings and Food (Deluxe Version),Talking Heads,1978-07-14,158106,33,0.0175,0.647,0.682,0.161,0.228,-8.178,0.0338,130.094,4,alternative rock,"['David Byrne', 'DEVO', 'The Velvet Underground', ""The B-52's"", 'Lou Reed']"
Found a Job - 2005 Remaster,More Songs About Buildings and Food (Deluxe Version),Talking Heads,1978-07-14,301066,31,0.227,0.706,0.831,0.000299,0.216,-6.286,0.0297,121.784,4,alternative rock,"['David Byrne', 'DEVO', 'The Velvet Underground', ""The B-52's"", 'Lou Reed']"
Artists Only - 2005 Remaster,More Songs About Buildings and Food (Deluxe Version),Talking Heads,1978-07-14,214800,27,0.0205,0.414,0.601,0.0107,0.0876,-9.978,0.0296,132.055,4,alternative rock,"['David Byrne', 'DEVO', 'The Velvet Underground', ""The B-52's"", 'Lou Reed']"
I'm Not in Love - 2005 Remaster,More Songs About Buildings and Food (Deluxe Version),Talking Heads,1978-07-14,274133,27,0.00368,0.529,0.701,0.00344,0.0636,-9.597,0.185,136.827,4,alternative rock,"['David Byrne', 'DEVO', 'The Velvet Underground', ""The B-52's"", 'Lou Reed']"
Stay Hungry - 2005 Remaster,More Songs About Buildings and Food (Deluxe Version),Talking Heads,1978-07-14,159933,25,0.322,0.655,0.801,0.271,0.145,-8.345,0.0326,124.781,4,alternative rock,"['David Byrne', 'DEVO', 'The Velvet Underground', ""The B-52's"", 'Lou Reed']"
Take Me to the River - 2005 Remaster,More Songs About Buildings and Food (Deluxe Version),Talking Heads,1978-07-14,302520,57,0.242,0.66,0.485,0.0102,0.0585,-8.101,0.0258,99.828,4,alternative rock,"['David Byrne', 'DEVO', 'The Velvet Underground', ""The B-52's"", 'Lou Reed']"
The Big Country - 2005 Remaster,More Songs About Buildings and Food (Deluxe Version),Talking Heads,1978-07-14,333386,40,0.166,0.71,0.558,0.00121,0.237,-8.148,0.0307,111.152,4,alternative rock,"['David Byrne', 'DEVO', 'The Velvet Underground', ""The B-52's"", 'Lou Reed']"
Fast Cars - 1996 Remastered Version,Another Music In A Different Kitchen,Buzzcocks,1978,146893,31,0.00191,0.265,0.82,0.0265,0.157,-7.067,0.053,93.229,4,alternative rock,"['The Undertones', 'The Damned', 'Stiff Little Fingers', 'Sham 69', 'The Vibrators']"
No Reply - 1996 Remastered Version,Another Music In A Different Kitchen,Buzzcocks,1978,135733,19,0.0053,0.413,0.895,0.0,0.215,-7.442,0.041,95.057,4,alternative rock,"['The Undertones', 'The Damned', 'Stiff Little Fingers', 'Sham 69', 'The Vibrators']"
You Tear Me Up - 1996 Remastered Version,Another Music In A Different Kitchen,Buzzcocks,1978,145186,25,0.000368,0.262,0.872,0.00655,0.0761,-6.68,0.089,146.933,4,alternative rock,"['The Undertones', 'The Damned', 'Stiff Little Fingers', 'Sham 69', 'The Vibrators']"
Get On Our Own - 1996 Remastered Version,Another Music In A Different Kitchen,Buzzcocks,1978,145040,21,0.00151,0.139,0.923,5.18e-05,0.0908,-6.672,0.0928,171.587,4,alternative rock,"['The Undertones', 'The Damned', 'Stiff Little Fingers', 'Sham 69', 'The Vibrators']"
Love Battery - 1996 Remastered Version,Another Music In A Different Kitchen,Buzzcocks,1978,127706,19,0.000157,0.156,0.847,1.85e-05,0.17,-8.157,0.0704,194.156,4,alternative rock,"['The Undertones', 'The Damned', 'Stiff Little Fingers', 'Sham 69', 'The Vibrators']"
Sixteen - 1996 Remastered Version,Another Music In A Different Kitchen,Buzzcocks,1978,216053,14,7.96e-05,0.282,0.701,0.399,0.459,-8.726,0.0358,133.643,3,alternative rock,"['The Undertones', 'The Damned', 'Stiff Little Fingers', 'Sham 69', 'The Vibrators']"
I Don't Mind - 1996 Remastered Version,Another Music In A Different Kitchen,Buzzcocks,1978,137253,21,0.00083,0.301,0.813,0.0148,0.309,-7.347,0.0618,83.371,4,alternative rock,"['The Undertones', 'The Damned', 'Stiff Little Fingers', 'Sham 69', 'The Vibrators']"
Fiction Romance - 1996 Remastered Version,Another Music In A Different Kitchen,Buzzcocks,1978,266560,22,0.0283,0.394,0.818,0.00147,0.245,-7.909,0.0444,152.852,4,alternative rock,"['The Undertones', 'The Damned', 'Stiff Little Fingers', 'Sham 69', 'The Vibrators']"
Autonomy - 1996 Remastered Version,Another Music In A Different Kitchen,Buzzcocks,1978,222160,16,0.000123,0.249,0.808,0.0101,0.1,-8.567,0.0556,147.637,4,alternative rock,"['The Undertones', 'The Damned', 'Stiff Little Fingers', 'Sham 69', 'The Vibrators']"
I Need - 1996 Remastered Version,Another Music In A Different Kitchen,Buzzcocks,1978,162333,13,4.98e-05,0.249,0.885,0.00934,0.345,-7.623,0.0513,99.717,4,alternative rock,"['The Undertones', 'The Damned', 'Stiff Little Fingers', 'Sham 69', 'The Vibrators']"
Moving Away From The Pulsebeat - 1996 Remastered Version,Another Music In A Different Kitchen,Buzzcocks,1978,424066,15,0.000208,0.571,0.947,0.519,0.138,-8.551,0.146,121.819,4,alternative rock,"['The Undertones', 'The Damned', 'Stiff Little Fingers', 'Sham 69', 'The Vibrators']"
Runnin' with the Devil - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,214960,67,0.148,0.472,0.9,0.000297,0.34,-6.406,0.0582,95.826,4,album rock,"['Whitesnake', 'Def Leppard', 'David Lee Roth', 'Sammy Hagar', 'Poison']"
Eruption - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,102080,67,0.469,0.225,0.689,0.813,0.337,-9.12,0.0555,93.798,4,album rock,"['Whitesnake', 'Def Leppard', 'David Lee Roth', 'Sammy Hagar', 'Poison']"
You Really Got Me - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,156146,69,0.0223,0.454,0.946,0.0,0.173,-5.978,0.13,138.18,4,album rock,"['Whitesnake', 'Def Leppard', 'David Lee Roth', 'Sammy Hagar', 'Poison']"
Ain't Talkin' 'Bout Love - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,227800,67,0.021,0.518,0.938,0.000305,0.288,-5.964,0.0416,139.138,4,album rock,"['Whitesnake', 'Def Leppard', 'David Lee Roth', 'Sammy Hagar', 'Poison']"
I'm the One - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,224600,49,0.0152,0.31,0.98,1.19e-06,0.192,-5.691,0.197,114.041,4,album rock,"['Whitesnake', 'Def Leppard', 'David Lee Roth', 'Sammy Hagar', 'Poison']"
Jamie's Cryin' - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,209586,56,0.097,0.556,0.931,0.00182,0.231,-6.125,0.0429,128.001,4,album rock,"['Whitesnake', 'Def Leppard', 'David Lee Roth', 'Sammy Hagar', 'Poison']"
Atomic Punk - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,179613,46,0.0131,0.416,0.993,0.000633,0.589,-6.354,0.185,100.364,4,album rock,"['Whitesnake', 'Def Leppard', 'David Lee Roth', 'Sammy Hagar', 'Poison']"
Feel Your Love Tonight - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,220960,50,0.0661,0.46,0.862,0.0,0.188,-5.225,0.0594,135.464,4,album rock,"['Whitesnake', 'Def Leppard', 'David Lee Roth', 'Sammy Hagar', 'Poison']"
Little Dreamer - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,201760,47,0.024,0.382,0.811,1.29e-06,0.261,-6.191,0.0361,179.149,4,album rock,"['Whitesnake', 'Def Leppard', 'David Lee Roth', 'Sammy Hagar', 'Poison']"
Ice Cream Man - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,198373,53,0.0698,0.402,0.759,0.0,0.193,-7.685,0.134,88.085,4,album rock,"['Whitesnake', 'Def Leppard', 'David Lee Roth', 'Sammy Hagar', 'Poison']"
On Fire - 2015 Remaster,Van Halen (Remastered),Van Halen,1978-02-10,180853,46,0.00516,0.213,0.96,0.0376,0.0557,-6.605,0.0505,181.937,4,album rock,"['Whitesnake', 'Def Leppard', 'David Lee Roth', 'Sammy Hagar', 'Poison']"
Plástico,Siembra,Willie Colón,1978-01-01,401880,56,0.797,0.658,0.541,1.84e-06,0.456,-7.73,0.0585,103.176,4,salsa,"['Rubén Blades', 'Héctor Lavoe', 'Cheo Feliciano', 'Andy Montañez', ""Oscar D'León""]"
Buscando Guayaba,Siembra,Willie Colón,1978-01-01,347280,47,0.841,0.732,0.613,0.00257,0.0559,-7.24,0.0398,149.089,4,salsa,"['Rubén Blades', 'Héctor Lavoe', 'Cheo Feliciano', 'Andy Montañez', ""Oscar D'León""]"
Pedro Navaja,Siembra,Willie Colón,1978-01-01,445080,67,0.789,0.595,0.574,9.53e-05,0.209,-7.411,0.11,94.904,4,salsa,"['Rubén Blades', 'Héctor Lavoe', 'Cheo Feliciano', 'Andy Montañez', ""Oscar D'León""]"
María Lionza,Siembra,Willie Colón,1978-01-01,331440,42,0.598,0.525,0.621,1.26e-06,0.0889,-7.512,0.0456,86.3,4,salsa,"['Rubén Blades', 'Héctor Lavoe', 'Cheo Feliciano', 'Andy Montañez', ""Oscar D'León""]"
Ojos,Siembra,Willie Colón,1978-01-01,294120,35,0.776,0.617,0.563,1.82e-05,0.0703,-7.388,0.0418,109.19,4,salsa,"['Rubén Blades', 'Héctor Lavoe', 'Cheo Feliciano', 'Andy Montañez', ""Oscar D'León""]"
Dime,Siembra,Willie Colón,1978-01-01,422640,42,0.698,0.589,0.636,4.49e-06,0.216,-7.941,0.069,94.858,4,salsa,"['Rubén Blades', 'Héctor Lavoe', 'Cheo Feliciano', 'Andy Montañez', ""Oscar D'León""]"
Siembra,Siembra,Willie Colón,1978-01-01,325080,39,0.58,0.498,0.668,2.44e-05,0.141,-7.556,0.0384,118.564,4,salsa,"['Rubén Blades', 'Héctor Lavoe', 'Cheo Feliciano', 'Andy Montañez', ""Oscar D'León""]"
Good Times Roll,The Cars,The Cars,1978-06-06,225853,61,0.0951,0.607,0.662,8.22e-05,0.125,-9.456,0.0278,107.646,4,album rock,"[""The Go-Go's"", 'Cheap Trick', 'Eddie Money', 'The Romantics', 'Loverboy']"
My Best Friend's Girl,The Cars,The Cars,1978-06-06,223253,62,0.0854,0.799,0.608,0.0138,0.102,-8.193,0.0411,121.916,4,album rock,"[""The Go-Go's"", 'Cheap Trick', 'Eddie Money', 'The Romantics', 'Loverboy']"
Just What I Needed,The Cars,The Cars,1978-06-06,225626,70,0.0152,0.62,0.579,6.4e-05,0.0858,-9.307,0.0473,127.215,4,album rock,"[""The Go-Go's"", 'Cheap Trick', 'Eddie Money', 'The Romantics', 'Loverboy']"
I'm in Touch with Your World,The Cars,The Cars,1978-06-06,211013,36,0.0211,0.841,0.426,0.00146,0.0427,-10.24,0.0346,111.956,4,album rock,"[""The Go-Go's"", 'Cheap Trick', 'Eddie Money', 'The Romantics', 'Loverboy']"
Don't Cha Stop,The Cars,The Cars,1978-06-06,183106,39,0.0837,0.526,0.902,0.0138,0.236,-8.419,0.0435,156.578,4,album rock,"[""The Go-Go's"", 'Cheap Trick', 'Eddie Money', 'The Romantics', 'Loverboy']"
You're All I've Got Tonight,The Cars,The Cars,1978-06-06,254706,53,0.00417,0.583,0.855,0.144,0.237,-7.972,0.0403,122.425,4,album rock,"[""The Go-Go's"", 'Cheap Trick', 'Eddie Money', 'The Romantics', 'Loverboy']"
Bye Bye Love,The Cars,The Cars,1978-06-06,255160,56,0.0378,0.626,0.741,0.00243,0.282,-7.817,0.0298,126.513,4,album rock,"[""The Go-Go's"", 'Cheap Trick', 'Eddie Money', 'The Romantics', 'Loverboy']"
Moving in Stereo,The Cars,The Cars,1978-06-06,286106,54,0.0607,0.718,0.543,0.0988,0.0646,-11.225,0.0372,115.535,4,album rock,"[""The Go-Go's"", 'Cheap Trick', 'Eddie Money', 'The Romantics', 'Loverboy']"
All Mixed Up,The Cars,The Cars,1978-06-06,257825,43,0.116,0.519,0.74,0.047,0.319,-7.96,0.0297,122.132,4,album rock,"[""The Go-Go's"", 'Cheap Trick', 'Eddie Money', 'The Romantics', 'Loverboy']"
Uncontrollable Urge,Q: Are We Not Men? A: We Are Devo / Devo Live,DEVO,1993,189666,39,0.0655,0.391,0.68,0.748,0.157,-12.042,0.0404,185.045,4,alternative rock,"[""The B-52's"", 'Oingo Boingo', 'Adam Ant', 'Wall Of Voodoo', 'XTC']"
(I Can't Get Me No) Satisfaction,Q: Are We Not Men? A: We Are Devo / Devo Live,DEVO,1993,160693,35,0.134,0.884,0.634,0.0336,0.107,-12.248,0.142,102.111,4,alternative rock,"[""The B-52's"", 'Oingo Boingo', 'Adam Ant', 'Wall Of Voodoo', 'XTC']"
Praying Hands,Q: Are We Not Men? A: We Are Devo / Devo Live,DEVO,1993,167733,20,0.175,0.618,0.602,0.0341,0.182,-11.519,0.065,165.019,4,alternative rock,"[""The B-52's"", 'Oingo Boingo', 'Adam Ant', 'Wall Of Voodoo', 'XTC']"
Space Junk,Q: Are We Not Men? A: We Are Devo / Devo Live,DEVO,1993,134706,17,0.302,0.365,0.334,0.0343,0.096,-13.111,0.031,91.944,4,alternative rock,"[""The B-52's"", 'Oingo Boingo', 'Adam Ant', 'Wall Of Voodoo', 'XTC']"
Mongoloid,Q: Are We Not Men? A: We Are Devo / Devo Live,DEVO,1993,224026,32,0.0572,0.527,0.398,0.335,0.119,-15.577,0.0351,147.976,4,alternative rock,"[""The B-52's"", 'Oingo Boingo', 'Adam Ant', 'Wall Of Voodoo', 'XTC']"
Jocko Homo,Q: Are We Not Men? A: We Are Devo / Devo Live,DEVO,1993,219933,22,0.516,0.574,0.536,0.000584,0.141,-12.849,0.0893,124.106,4,alternative rock,"[""The B-52's"", 'Oingo Boingo', 'Adam Ant', 'Wall Of Voodoo', 'XTC']"
Too Much Paranoias,Q: Are We Not Men? A: We Are Devo / Devo Live,DEVO,1993,117026,16,0.472,0.409,0.531,0.755,0.531,-14.875,0.29,149.238,4,alternative rock,"[""The B-52's"", 'Oingo Boingo', 'Adam Ant', 'Wall Of Voodoo', 'XTC']"
Gut Feeling - Edit,Q: Are We Not Men? A: We Are Devo / Devo Live,DEVO,1993,244640,30,0.0175,0.313,0.802,0.587,0.164,-10.343,0.0508,165.758,4,alternative rock,"[""The B-52's"", 'Oingo Boingo', 'Adam Ant', 'Wall Of Voodoo', 'XTC']"
(Slap Your Mammy),Q: Are We Not Men? A: We Are Devo / Devo Live,DEVO,1993,51733,15,0.00471,0.313,0.931,0.914,0.372,-9.017,0.0729,138.928,4,alternative rock,"[""The B-52's"", 'Oingo Boingo', 'Adam Ant', 'Wall Of Voodoo', 'XTC']"
Come Back Jonee,Q: Are We Not Men? A: We Are Devo / Devo Live,DEVO,1993,227466,16,0.0467,0.344,0.733,0.0442,0.403,-12.314,0.164,176.608,4,alternative rock,"[""The B-52's"", 'Oingo Boingo', 'Adam Ant', 'Wall Of Voodoo', 'XTC']"
Sloppy (I Saw My Baby Gettin'),Q: Are We Not Men? A: We Are Devo / Devo Live,DEVO,1993,160266,13,0.26,0.454,0.764,6.23e-05,0.263,-11.282,0.114,177.175,4,alternative rock,"[""The B-52's"", 'Oingo Boingo', 'Adam Ant', 'Wall Of Voodoo', 'XTC']"
Shrivel Up,Q: Are We Not Men? A: We Are Devo / Devo Live,DEVO,1993,185466,13,0.0516,0.564,0.717,0.349,0.216,-14.566,0.0658,159.966,4,alternative rock,"[""The B-52's"", 'Oingo Boingo', 'Adam Ant', 'Wall Of Voodoo', 'XTC']"
Down To The Waterline,Dire Straits,Dire Straits,1978-10-07,241906,67,0.148,0.61,0.683,0.28,0.157,-11.549,0.0458,138.695,4,album rock,"['Mark Knopfler', 'Supertramp', 'Joe Cocker', 'Chris Rea', 'Genesis']"
Water Of Love,Dire Straits,Dire Straits,1978-10-07,325133,62,0.481,0.817,0.552,0.0144,0.187,-12.962,0.0336,120.918,4,album rock,"['Mark Knopfler', 'Supertramp', 'Joe Cocker', 'Chris Rea', 'Genesis']"
Setting Me Up,Dire Straits,Dire Straits,1978-10-07,198906,51,0.0159,0.668,0.87,0.307,0.317,-9.697,0.034,109.917,4,album rock,"['Mark Knopfler', 'Supertramp', 'Joe Cocker', 'Chris Rea', 'Genesis']"
Six Blade Knife,Dire Straits,Dire Straits,1978-10-07,252000,65,0.137,0.898,0.412,0.338,0.0825,-13.826,0.0395,117.457,4,album rock,"['Mark Knopfler', 'Supertramp', 'Joe Cocker', 'Chris Rea', 'Genesis']"
Southbound Again,Dire Straits,Dire Straits,1978-10-07,179200,56,0.65,0.815,0.57,0.49,0.0826,-11.655,0.0354,106.177,4,album rock,"['Mark Knopfler', 'Supertramp', 'Joe Cocker', 'Chris Rea', 'Genesis']"
Sultans Of Swing,Dire Straits,Dire Straits,1978-10-07,348400,81,0.0614,0.733,0.794,0.0367,0.33,-10.023,0.0307,148.174,4,album rock,"['Mark Knopfler', 'Supertramp', 'Joe Cocker', 'Chris Rea', 'Genesis']"
In The Gallery,Dire Straits,Dire Straits,1978-10-07,375626,50,0.132,0.656,0.6,0.106,0.113,-11.103,0.0453,164.148,4,album rock,"['Mark Knopfler', 'Supertramp', 'Joe Cocker', 'Chris Rea', 'Genesis']"
Wild West End,Dire Straits,Dire Straits,1978-10-07,281706,59,0.451,0.792,0.395,0.00148,0.1,-12.094,0.0379,132.914,4,album rock,"['Mark Knopfler', 'Supertramp', 'Joe Cocker', 'Chris Rea', 'Genesis']"
Lions,Dire Straits,Dire Straits,1978-10-07,303893,50,0.442,0.884,0.47,0.461,0.197,-11.758,0.0407,112.543,4,album rock,"['Mark Knopfler', 'Supertramp', 'Joe Cocker', 'Chris Rea', 'Genesis']"
Know Your Product - 2004 Remaster,Eternally Yours,The Saints,2009-07-03,195280,38,7.37e-06,0.304,0.857,0.251,0.373,-4.238,0.0449,150.851,4,protopunk,"['Radio Birdman', 'The Celibate Rifles', 'Lime Spiders', 'Scientists', 'Beasts Of Bourbon']"
Lost and Found - 2004 Remaster,Eternally Yours,The Saints,2009-07-03,229320,20,9.04e-06,0.128,0.966,0.0208,0.386,-4.152,0.101,185.393,4,protopunk,"['Radio Birdman', 'The Celibate Rifles', 'Lime Spiders', 'Scientists', 'Beasts Of Bourbon']"
Memories Are Made of This - 2004 Remaster,Eternally Yours,The Saints,2009-07-03,140360,20,2.23e-05,0.506,0.873,0.0132,0.12,-4.745,0.0347,121.856,4,protopunk,"['Radio Birdman', 'The Celibate Rifles', 'Lime Spiders', 'Scientists', 'Beasts Of Bourbon']"
Private Affair - 2004 Remaster,Eternally Yours,The Saints,2009-07-03,125026,23,3.55e-05,0.255,0.955,0.828,0.398,-4.835,0.0946,188.441,4,protopunk,"['Radio Birdman', 'The Celibate Rifles', 'Lime Spiders', 'Scientists', 'Beasts Of Bourbon']"
A Minor Aversion - 2004 Remaster,Eternally Yours,The Saints,2009-07-03,187840,14,0.0395,0.638,0.927,0.0114,0.17,-4.971,0.0342,125.532,4,protopunk,"['Radio Birdman', 'The Celibate Rifles', 'Lime Spiders', 'Scientists', 'Beasts Of Bourbon']"
"No, Your Product - 2004 Remaster",Eternally Yours,The Saints,2009-07-03,246346,17,0.0011,0.172,0.891,0.0216,0.282,-4.057,0.0573,168.68,4,protopunk,"['Radio Birdman', 'The Celibate Rifles', 'Lime Spiders', 'Scientists', 'Beasts Of Bourbon']"
This Perfect Day - 2004 Remaster,Eternally Yours,The Saints,2009-07-03,150306,20,6.83e-05,0.202,0.893,0.0974,0.0663,-4.599,0.0474,160.703,4,protopunk,"['Radio Birdman', 'The Celibate Rifles', 'Lime Spiders', 'Scientists', 'Beasts Of Bourbon']"
Run Down - 2004 Remaster,Eternally Yours,The Saints,2009-07-03,152013,13,0.000283,0.346,0.951,0.884,0.384,-5.333,0.0861,96.956,4,protopunk,"['Radio Birdman', 'The Celibate Rifles', 'Lime Spiders', 'Scientists', 'Beasts Of Bourbon']"
Orstralia - 2004 Remaster,Eternally Yours,The Saints,2009-07-03,144306,13,0.00915,0.22,0.93,0.273,0.0712,-5.915,0.121,192.828,4,protopunk,"['Radio Birdman', 'The Celibate Rifles', 'Lime Spiders', 'Scientists', 'Beasts Of Bourbon']"
New Centre of the Universe - 2004 Remaster,Eternally Yours,The Saints,2009-07-03,140706,12,2.46e-05,0.245,0.94,0.441,0.371,-4.52,0.0934,178.166,4,protopunk,"['Radio Birdman', 'The Celibate Rifles', 'Lime Spiders', 'Scientists', 'Beasts Of Bourbon']"
Untitled - 2004 Remaster,Eternally Yours,The Saints,2009-07-03,167213,17,0.00143,0.557,0.87,0.186,0.0972,-4.869,0.0368,133.4,4,protopunk,"['Radio Birdman', 'The Celibate Rifles', 'Lime Spiders', 'Scientists', 'Beasts Of Bourbon']"
(I'm) Misunderstood - 2004 Remaster,Eternally Yours,The Saints,2009-07-03,167186,12,5.6e-05,0.34,0.983,0.0884,0.255,-4.377,0.0672,90.83,4,protopunk,"['Radio Birdman', 'The Celibate Rifles', 'Lime Spiders', 'Scientists', 'Beasts Of Bourbon']"
International Robots - 2004 Remaster,Eternally Yours,The Saints,2009-07-03,129013,10,0.0117,0.482,0.977,0.0032,0.71,-4.21,0.0931,101.214,4,protopunk,"['Radio Birdman', 'The Celibate Rifles', 'Lime Spiders', 'Scientists', 'Beasts Of Bourbon']"
"Here, My Dear",Here My Dear,Marvin Gaye,1978-12-15,168693,28,0.689,0.504,0.461,2.46e-05,0.613,-13.522,0.0338,91.932,3,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
I Met A Little Girl,Here My Dear,Marvin Gaye,1978-12-15,302333,27,0.551,0.489,0.257,0.00104,0.0886,-14.345,0.0354,155.356,3,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
"When Did You Stop Loving Me, When Did I Stop Loving You",Here My Dear,Marvin Gaye,1978-12-15,376266,36,0.479,0.699,0.571,0.0,0.0804,-11.546,0.0546,109.928,4,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
Anger,Here My Dear,Marvin Gaye,1978-12-15,243426,24,0.576,0.74,0.812,9.23e-06,0.198,-11.237,0.0758,95.953,4,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
Is That Enough,Here My Dear,Marvin Gaye,1978-12-15,466320,33,0.0257,0.562,0.567,0.00612,0.0598,-11.362,0.0331,137.766,4,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
Everybody Needs Love,Here My Dear,Marvin Gaye,1978-12-15,346666,23,0.464,0.594,0.499,2.62e-06,0.158,-12.045,0.0704,95.484,3,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
Time To Get It Together,Here My Dear,Marvin Gaye,1978-12-15,233733,23,0.104,0.667,0.511,0.0,0.0629,-12.719,0.045,94.737,4,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
Sparrow,Here My Dear,Marvin Gaye,1978-12-15,371333,22,0.225,0.575,0.409,0.000121,0.0713,-11.685,0.0306,130.753,4,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
Anna's Song,Here My Dear,Marvin Gaye,1978-12-15,354226,22,0.0963,0.511,0.409,0.000717,0.253,-13.703,0.0306,147.449,3,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
"When Did You Stop Loving Me, When Did I Stop Loving You - Instrumental",Here My Dear,Marvin Gaye,1978-12-15,362760,19,0.408,0.651,0.585,0.0289,0.0556,-12.622,0.0413,109.784,4,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
A Funky Space Reincarnation,Here My Dear,Marvin Gaye,1978-12-15,497773,31,0.417,0.782,0.599,0.000181,0.0801,-12.639,0.0678,96.125,4,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
"You Can Leave, But It's Going To Cost You",Here My Dear,Marvin Gaye,1978-12-15,330986,20,0.326,0.709,0.648,2.06e-06,0.278,-10.839,0.0384,99.001,4,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
Falling In Love Again,Here My Dear,Marvin Gaye,1978-12-15,278973,23,0.353,0.642,0.529,0.000267,0.471,-11.939,0.0359,91.608,4,classic soul,"['The Temptations', 'Al Green', 'The Supremes', 'Smokey Robinson & The Miracles', 'Smokey Robinson']"
